item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q109044655,Aboubacar Sidiki Camara,Q85854148,"Ministre délégué à la présidence de la République, chargé de la Défense Nationale",2021-10-21,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109044655-11627047-4627-73b1-4e32-51e2227db2c7
Q109044662,Général Bachir Diallo,Q114643644,Ministre de la Sécurité et de la Protection Civile,2021-10-21,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109044662-722788ca-4778-4814-a421-084176ec4291
Q109044723,Abdourahmane Sikhé Camara,Q109186195,Ministre Secrétaire Général du Gouvernement,2021-10-21,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109044723-be116e85-4747-f4d0-045f-0d365e81e807
Q109044739,Louopou Lamah,Q98822620,Ministre de l'Environnement et du Développement Durable,2021-10-21,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109044739-7143098d-4ddf-d3ae-279f-49d404dc3ae6
Q109252096,Charlotte Daffé,Q90169155,Ministre de la Pêche et de l'Économie Maritime,2021-10-25,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109252096-b3650c1d-42fd-2c22-d895-26a819f8619e
Q109252097,Mamadou Pathé Diallo,Q112061360,Ministre de la Santé et de l'Hygiène Publique,2021-10-25,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109252097-12a7a41c-4949-5bc0-e924-fab0856fbce6
Q109252098,Mory Sandan Kouyaté,Q109255195,"Ministre des Affaires Étrangères, de la Coopération Internationale, de l'Intégration Africaine et des Guinéens de l'Étranger",2021-10-25,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109252098-aaa280b5-4117-f439-40b9-016d94caa72f
Q109252099,Julien Yombouno,Q114662675,Ministre du Travail et de la Fonction Publique,2021-10-25,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109252099-E2484612-D162-481E-95CC-1652A965D6E0
Q109274627,Yaya Sow,Q109274596,Ministre des Infrastructures et des Transports,2021-10-26,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109274627-ecbfa740-4629-87d2-124a-c524373b8ca2
Q109275607,Diaka Sidibé,Q98822651,"Ministre de l'Enseignement Supérieur, de la Recherche scientifique et de l'Innovation",2021-10-26,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109275607-f7b6a094-4db5-5721-6811-140a0dad0bdd
Q109275627,Rose Pola Pricemou,Q114662469,"Ministre du Commerce, de l'Industrie et des Petites et Moyennes Entreprises",2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109275627-3c2b3652-4a82-eab0-8fb6-5e71593fa489
Q109275632,Aicha Nanette Conté,Q111738894,"Ministre de la Promotion Féminine, de l'Enfance et des Personnes Vulnérables",2021-10-26,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109275632-0e3814e2-4526-8015-c3c5-b1670ad5bf22
Q109296974,Alpha Bacar Barry,Q114643143,Ministre de l'Enseignement Technique et de la Formation Professionnelle,2021-10-27,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109296974-d5440213-4093-746c-0af6-e609ed9d53b9
Q109296978,Guillaume Hawing,Q114643191,Ministre de l'Enseignement Pré-Universitaire et de l'Alphabétisation,2021-10-27,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109296978-bb09bfb8-434d-fda3-e225-e2f61dee1504
Q109296984,Bernard Goumou,Q14917303,Premier ministre,2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109296984-00ca7f65-4346-f0e7-aead-5710bc85e64f
Q109296985,Mory Condé,Q98822626,Ministre de l'Administration du Territoire et de la Décentralisation,2021-10-27,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109296985-bf86c483-4f24-ad90-dcf5-96f3520a1824
Q109375616,Mamoudou Nagnalen Barry,Q98960158,Ministre de l'Agriculture et de l'Élevage,2021-11-02,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109375616-b251f236-405c-ceed-aa8a-7b5f52b3f08c
Q109378507,Moussa Cissé,Q98822634,"Ministre de l’Économie, des Finances et du Plan",2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109378507-BCCA4BEF-54C7-4CD2-B50F-91B5AA0F13E8
Q109378535,Lanciné Condé,Q98822566,Ministre du Budget,2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109378535-B9A9B6F6-2F90-4320-A1E8-4B34416D1526
Q109412260,Aminata Kaba,Q106938244,Ministre de l'Information et de la Communication,2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109412260-a2af3e7f-4c6f-17f0-6079-7ecd0c26e094
Q109413676,Alpha Soumah,Q109413937,"Ministre de la Culture, du Tourisme et de l'Artisanat",2021-11-04,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109413676-85df57ba-43ae-dccf-a166-0b9c9b5135e1
Q109512687,Moussa Magassouba,Q98822704,Ministre des Mines et de la Géologie,2021-11-04,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q109512687-ed1e8e77-4dcb-1c2f-1fc8-15f1925e9c38
Q111209644,Karamoko Diawara,Q107225945,Ministre Secrétaire Général des Affaires Religieuses,2021-11-04,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q111209644-70A1D78F-4B0C-4791-B4CC-B62DB38DFEB6
Q112977549,Alphonse Charles Wright,Q17110168,"Garde des Sceaux, Ministre de la Justice et des Droits de l'Homme",2022-07-08,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q112977549-BFA6F34D-12D2-449D-A1EB-E4CF892D80A1
Q113654106,Aly Seydouba Soumah,Q98825245,"Ministre de l'Énergie, de l'Hydraulique et des Hydrocarbures",2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q113654106-6446302b-4f24-4bbb-d9d8-f2f5cf1f7823
Q113674890,Ibrahima Sory Bangoura,Q98822719,"Ministre de urbanisme, de l'habitat et de l'Aménagement du territoire",2022-08-20,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q113674890-fcf5fbe2-47c9-3bb8-33ee-0a5bb5c8f6fc
Q2456485,Lansana Béa Diallo,Q98822750,Ministre de la Jeunesse et des Sports,2021-11-02,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q2456485-c443ed91-4aac-ddb4-03e5-84c1b727c772
Q3358505,Ousmane Gaoual Diallo,Q98822766,"Ministre des Postes, des Télécoms et de l’Économie Numérique",2022-08-19,,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_B%C3%A9avogui/Bernard_Goumou,Q3358505-D6CF245A-6A35-437E-8293-CB1CFCBD0881
